# kdata file
# Format: Name, Sweetness, Sourness, Nuttiness, Texture
Good Ivan's Dark Nut Lollipops,0.34,0.35,0.81,0.94
Good Ivan's Tangy Dark Chocolate Coated Bar,0.51,0.98,0.63,0.55
Billy Bonker's Cool Dark Peanut-Butter Bar,0.54,0.27,0.61,0.65
Good Ivan's Bittersweet Chocolate Coated Wafers,0.67,0.64,0.31,0.69
Nastly Bittersweet Chocolate Coated Lollipops,0.33,0.69,0.57,0.75
Billy Bonker's Indulgent Wintergreen Fudge,0.72,0.57,0.13,0.06
Billy Bonker's Tart Sinful Peanut-Butter Jawbreakers,0.78,1,0.69,0.76
Nastly Dark Chocolate Coated Fudge,0.31,0.66,0.59,0.29
Nastly Tangy Sinful Spearmint Bar,0.95,0.95,0.04,0.49
Hearsay Tart Bittersweet Nut Nonpariels,0.49,0.71,0.73,0.32
Hearsay Tart Bittersweet Spearmint Wafers,0.67,0.72,0.24,0.44
Billy Bonker's Tangy Bittersweet Peanut-Butter Chews,0.38,0.99,0.4,0.01
Billy Bonker's Refreshingly Sinful Caramel Fudge,0.85,0.28,0.25,0.15
Billy Bonker's Indulgent Cashew Jawbreakers,0.9,0.69,0.98,0.8
Nastly Tangy Cheese Chocolate Coated Fudge,0.12,0.75,0.5,0.21
Nastly Semisweet Peanut Candy Sticks,0.42,0.38,0.71,0.72
Hearsay Luxurious Dark Peanut-Butter Chews,0.45,0.19,0.69,0.13
Good Ivan's Tangy Semisweet Almond Bar,0.62,0.83,0.83,0.54
Good Ivan's Salted Peanut-Butter Velvet,0.08,0.53,0.34,0.1
Hearsay Honey Spearmint Nonpariels,0.8,0.42,0.17,0.51
Nastly Tangy Cheese Peanut-Butter Chews,0.1,0.94,0.37,0.02
Billy Bonker's Luxurious Semisweet Peanut Chews,0.46,0.07,0.91,0.07
Good Ivan's Cheese Almond Lollipops,0.18,0.65,0.89,0.94
Good Ivan's Dark Caramel Fudge,0.63,0.47,0.28,0.21
Hearsay Bittersweet Chocolate Coated Candy Sticks,0.47,0.43,0.51,0.74
Hearsay Cool Semisweet Peanut Velvet,0.66,0.29,0.99,0.13
Hearsay Sinful Fruit Chews,0.78,0.4,0.08,0.2
Nastly Bittersweet Chocolate Coated Nonpariels,0.33,0.32,0.68,0.53
Good Ivan's Bitter Cashew Clusters,0.07,0.54,0.97,0.92
Hearsay Bittersweet Almond Velvet,0.42,0.32,0.72,0.01
Billy Bonker's Tangy Honey Chocolate Coated Jawbreakers,0.85,0.81,0.35,0.71
Good Ivan's Luxurious Sinful Almond Nonpariels,0.81,0.22,0.71,0.69
Billy Bonker's Semisweet Wintergreen Clusters,0.65,0.69,0.05,0.9
Billy Bonker's Refreshingly Bittersweet Cashew Candy Sticks,0.65,0.23,0.88,0.89
Billy Bonker's Luxurious Bittersweet Wintergreen Wafers,0.57,0.29,0.02,0.64
Good Ivan's Refreshingly Indulgent Chocolate Coated Wafers,0.78,0.12,0.34,0.69
Hearsay Bittersweet Wintergreen Chews,0.68,0.59,0.11,0.11
Good Ivan's Refreshingly Sinful Wintergreen Nonpariels,0.89,0.13,0.21,0.62
Billy Bonker's Sour Bittersweet Chocolate Coated Candy Sticks,0.31,0.85,0.66,0.72
Billy Bonker's Tangy Indulgent Almond Wafers,0.99,0.98,0.93,0.54
Nastly Bittersweet Chocolate Coated Fudge,0.4,0.51,0.55,0.18
Good Ivan's Honey Cashew Candy Sticks,0.86,0.5,0.85,0.81
Good Ivan's Luxurious Dark Peanut-Butter Fudge,0.54,0.16,0.6,0.06
Nastly Bittersweet Peanut-Butter Mints,0.46,0.62,0.36,0.46
Billy Bonker's Bitter Peanut Candy Sticks,0.05,0.57,0.74,0.73
Billy Bonker's Semisweet Almond Bar,0.67,0.65,0.76,0.31
Good Ivan's Tangy Honey Walnut Bar,0.82,0.77,0.82,0.33
Billy Bonker's Cheese Nugat-Filled Mints,0.08,0.46,0.59,0.64
Good Ivan's Tart Dark Peanut-Butter Mints,0.65,0.87,0.61,0.69
Nastly Luxurious Bittersweet Walnut Fudge,0.63,0.02,0.91,0.15
Nastly Sour Cheese Peanut-Butter Velvet,0.2,0.89,0.35,0.05
Nastly Dark Cashew Mints,0.59,0.36,0.78,0.69
Billy Bonker's Bittersweet Nut Velvet,0.35,0.34,1,0.1
Nastly Bittersweet Peanut Fudge,0.69,0.3,0.99,0.07
Hearsay Semisweet Peanut Fudge,0.7,0.7,0.86,0.25
Nastly Honey Fruit Velvet,0.78,0.51,0,0.03
Hearsay Semisweet Walnut Jawbreakers,0.48,0.67,0.95,0.92
Billy Bonker's Tart Salted Peanut-Butter Nonpariels,0.23,0.91,0.41,0.67
Hearsay Tangy Cheese Peanut-Butter Chews,0.05,0.88,0.51,0.19
Billy Bonker's Semisweet Caramel Fudge,0.67,0.32,0.17,0.15
Billy Bonker's Tangy Bittersweet Caramel Wafers,0.61,0.85,0.15,0.5
Billy Bonker's Cool Indulgent Peanut-Butter Velvet,0.74,0.08,0.7,0.21
Billy Bonker's Cheese Peanut-Butter Wafers,0.02,0.63,0.36,0.35
Billy Bonker's Bitter Chocolate Coated Clusters,0.18,0.64,0.65,0.92
Billy Bonker's Sinful Wintergreen Fudge,0.72,0.67,0.01,0.03
Good Ivan's Bittersweet Chocolate Mints,0.68,0.66,0.06,0.31
Billy Bonker's Tangy Semisweet Peanut Bar,0.63,0.78,0.9,0.6
Good Ivan's Honey Nugat-Filled Fudge,0.95,0.48,0.37,0.09
Good Ivan's Bittersweet Nut Bar,0.34,0.39,0.89,0.7
Nastly Indulgent Nugat-Filled Chews,0.96,0.49,0.47,0.07
Hearsay Tangy Cheese Nugat-Filled Fudge,0.09,0.9,0.7,0.02
Good Ivan's Tart Semisweet Spearmint Wafers,0.45,0.96,0.28,0.38
Billy Bonker's Sinful Almond Mints,0.73,0.55,0.73,0.59
Billy Bonker's Tart Bittersweet Fruit Nonpariels,0.37,0.92,0,0.54
Hearsay Sour Dark Nugat-Filled Velvet,0.32,0.85,0.41,0
Billy Bonker's Cool Sinful Peanut-Butter Mints,0.83,0.05,0.36,0.3
Nastly Dark Almond Velvet,0.36,0.4,0.9,0.24
Nastly Sour Semisweet Caramel Chews,0.43,0.84,0.02,0
Hearsay Sinful Spearmint Mints,0.78,0.64,0.03,0.69
Hearsay Cool Bittersweet Almond Lollipops,0.68,0.2,0.91,0.79
Billy Bonker's Tangy Bittersweet Fruit Nonpariels,0.31,0.74,0.17,0.41
Hearsay Sour Dark Spearmint Wafers,0.6,0.88,0.29,0.5
Hearsay Cool Salted Chocolate Coated Wafers,0.16,0.02,0.31,0.69
Nastly Cool Semisweet Spearmint Candy Sticks,0.33,0.13,0.18,0.98
Good Ivan's Tart Dark Nugat-Filled Lollipops,0.39,0.76,0.61,0.86
Good Ivan's Sour Indulgent Chocolate Coated Clusters,0.92,0.73,0.7,0.85
Billy Bonker's Refreshingly Bitter Chocolate Coated Bar,0.05,0.09,0.65,0.55
Hearsay Tangy Indulgent Peanut-Butter Chews,0.94,0.92,0.48,0.01
Hearsay Refreshingly Bittersweet Peanut-Butter Chews,0.34,0.2,0.62,0.17
Hearsay Sour Bitter Nugat-Filled Wafers,0.01,1,0.52,0.38
Nastly Dark Chocolate Coated Mints,0.39,0.6,0.7,0.63
Hearsay Honey Chocolate Chews,0.96,0.4,0.11,0.23
Billy Bonker's Dark Chocolate Coated Wafers,0.43,0.63,0.35,0.64
Hearsay Bittersweet Cashew Bar,0.68,0.65,0.78,0.38
Hearsay Indulgent Peanut-Butter Velvet,0.81,0.59,0.31,0.1
Nastly Luxurious Dark Nut Wafers,0.57,0.26,0.77,0.38
Nastly Cheese Nut Clusters,0.25,0.4,0.71,0.98
Nastly Tangy Sinful Chocolate Lollipops,0.8,0.99,0.22,0.9
Nastly Sour Honey Chocolate Coated Bar,0.83,0.92,0.45,0.42
Nastly Indulgent Wintergreen Clusters,0.84,0.68,0.03,0.98
Hearsay Bittersweet Peanut Candy Sticks,0.61,0.39,0.84,0.9
Hearsay Refreshingly Honey Peanut-Butter Velvet,0.92,0.21,0.31,0.09
Nastly Refreshingly Salted Peanut Clusters,0.02,0.22,0.74,0.98
Hearsay Cheese Almond Lollipops,0.16,0.35,0.95,0.95
Good Ivan's Tangy Indulgent Cashew Nonpariels,0.89,0.86,0.81,0.51
Good Ivan's Cool Dark Walnut Nonpariels,0.65,0.18,0.96,0.35
Nastly Sour Bittersweet Nugat-Filled Bar,0.54,0.83,0.37,0.43
Billy Bonker's Tart Indulgent Chocolate Coated Jawbreakers,0.94,0.85,0.39,0.87
Good Ivan's Luxurious Semisweet Chocolate Coated Bar,0.7,0.07,0.52,0.47
Nastly Sour Bittersweet Wintergreen Wafers,0.66,0.84,0.18,0.39
Billy Bonker's Sinful Peanut Jawbreakers,0.77,0.54,0.87,0.75
Nastly Bitter Spearmint Fudge,0.11,0.35,0.19,0.09
Good Ivan's Dark Peanut Jawbreakers,0.31,0.65,0.99,0.93
Billy Bonker's Tart Bittersweet Wintergreen Velvet,0.53,0.91,0.03,0.28
Good Ivan's Dark Fruit Jawbreakers,0.35,0.4,0.22,1
Billy Bonker's Refreshingly Indulgent Nugat-Filled Mints,0.87,0.06,0.34,0.55
Hearsay Tart Indulgent Walnut Bar,0.84,0.96,0.71,0.43
Hearsay Semisweet Chocolate Coated Lollipops,0.7,0.34,0.55,0.83
Billy Bonker's Salted Almond Lollipops,0.04,0.43,0.8,0.75
Hearsay Cheese Peanut Jawbreakers,0.08,0.51,0.97,0.97
Good Ivan's Semisweet Nugat-Filled Candy Sticks,0.64,0.35,0.59,1
Good Ivan's Bitter Walnut Candy Sticks,0.21,0.33,0.94,0.81
Billy Bonker's Tangy Bittersweet Wintergreen Fudge,0.6,0.83,0.14,0.19
Billy Bonker's Refreshingly Bitter Walnut Chews,0.19,0.22,0.91,0.14
Good Ivan's Bittersweet Nugat-Filled Clusters,0.4,0.42,0.63,0.98
Billy Bonker's Cool Cheese Chocolate Coated Chews,0.16,0.05,0.6,0.1
Hearsay Refreshingly Dark Peanut-Butter Fudge,0.37,0.28,0.64,0.19
Good Ivan's Sour Cheese Caramel Wafers,0.07,0.8,0.02,0.66
Nastly Cool Honey Peanut-Butter Mints,0.9,0.22,0.34,0.58
Good Ivan's Semisweet Nugat-Filled Lollipops,0.37,0.33,0.63,1
Hearsay Indulgent Peanut-Butter Fudge,0.77,0.35,0.3,0.27
Good Ivan's Tart Sinful Wintergreen Lollipops,0.93,0.99,0.17,0.71
Good Ivan's Sour Cheese Chocolate Coated Nonpariels,0.18,0.96,0.66,0.54
Hearsay Sour Bittersweet Chocolate Coated Bar,0.36,0.72,0.43,0.31
Billy Bonker's Tangy Semisweet Nugat-Filled Wafers,0.33,0.89,0.69,0.35
Good Ivan's Semisweet Almond Clusters,0.58,0.38,0.99,0.81
Nastly Honey Caramel Velvet,0.92,0.39,0.16,0.07
Nastly Bittersweet Peanut-Butter Bar,0.5,0.34,0.59,0.44
Nastly Cheese Cashew Clusters,0.09,0.65,0.96,0.82
Nastly Cool Dark Cashew Lollipops,0.35,0.17,0.9,0.95
Nastly Luxurious Bittersweet Nugat-Filled Wafers,0.68,0.07,0.7,0.37
Nastly Cool Dark Walnut Chews,0.54,0.02,0.96,0.06
Good Ivan's Cool Bittersweet Chocolate Coated Lollipops,0.39,0.13,0.6,0.92
Hearsay Indulgent Caramel Wafers,0.98,0.45,0.16,0.39
Billy Bonker's Salted Peanut-Butter Mints,0.11,0.68,0.52,0.36
Nastly Tart Dark Nugat-Filled Nonpariels,0.42,0.71,0.34,0.63
Hearsay Refreshingly Honey Nugat-Filled Mints,0.91,0.07,0.6,0.32
Billy Bonker's Sour Dark Spearmint Lollipops,0.62,0.95,0.07,0.93
Good Ivan's Luxurious Cheese Nugat-Filled Lollipops,0.19,0.18,0.56,0.89
Billy Bonker's Salted Nut Chews,0.29,0.58,0.73,0.19
Good Ivan's Luxurious Cheese Peanut-Butter Bar,0.08,0.01,0.55,0.35
Good Ivan's Sour Sinful Spearmint Clusters,0.73,0.98,0.16,0.8
Nastly Cool Semisweet Spearmint Lollipops,0.65,0,0.27,0.87
Billy Bonker's Refreshingly Bittersweet Nut Chews,0.66,0.11,0.99,0
Good Ivan's Bittersweet Almond Wafers,0.46,0.38,0.92,0.34
Nastly Cool Indulgent Peanut-Butter Bar,0.72,0.09,0.33,0.41
Nastly Tangy Sinful Fruit Bar,0.75,0.84,0.27,0.7
Good Ivan's Bittersweet Peanut Nonpariels,0.51,0.35,0.89,0.58
Nastly Cheese Chocolate Coated Velvet,0.07,0.7,0.52,0.1
Billy Bonker's Sinful Chocolate Mints,0.76,0.53,0.14,0.63
Nastly Tangy Semisweet Nut Velvet,0.64,0.95,0.76,0.1
Good Ivan's Tart Honey Peanut-Butter Clusters,0.87,0.71,0.38,0.71
Billy Bonker's Tangy Semisweet Peanut-Butter Chews,0.56,0.83,0.37,0.14
Nastly Semisweet Fruit Fudge,0.68,0.33,0.05,0
Good Ivan's Tart Indulgent Nugat-Filled Wafers,0.94,0.86,0.34,0.53
Nastly Luxurious Dark Nut Chews,0.33,0.02,0.77,0.07
Good Ivan's Cool Semisweet Nut Chews,0.43,0.02,0.99,0.22
Hearsay Indulgent Caramel Chews,0.8,0.68,0.09,0.11
Nastly Indulgent Almond Fudge,0.93,0.65,0.79,0.24
Good Ivan's Refreshingly Semisweet Nut Chews,0.44,0.17,0.84,0.24
Good Ivan's Cheese Almond Velvet,0.29,0.33,0.78,0.28
Good Ivan's Refreshingly Salted Almond Velvet,0.2,0.04,0.82,0.05
Hearsay Semisweet Chocolate Coated Bar,0.38,0.7,0.33,0.68
Billy Bonker's Refreshingly Bittersweet Nut Mints,0.55,0.25,0.87,0.4
Billy Bonker's Refreshingly Cheese Nugat-Filled Bar,0.13,0.27,0.61,0.52
Nastly Tart Bittersweet Nugat-Filled Fudge,0.33,0.86,0.55,0.12
Good Ivan's Sinful Peanut-Butter Chews,0.81,0.48,0.31,0.09
Good Ivan's Refreshingly Indulgent Wintergreen Mints,0.99,0.13,0.05,0.63
Nastly Indulgent Spearmint Wafers,0.99,0.53,0.23,0.31
Hearsay Tangy Bittersweet Chocolate Coated Wafers,0.31,0.83,0.6,0.38
Good Ivan's Indulgent Nut Bar,0.91,0.59,0.97,0.7
Billy Bonker's Bittersweet Spearmint Nonpariels,0.56,0.7,0.1,0.48
Billy Bonker's Luxurious Dark Caramel Bar,0.7,0.06,0.07,0.55
Nastly Dark Caramel Mints,0.43,0.62,0.03,0.37
Nastly Sour Semisweet Caramel Bar,0.33,0.76,0.04,0.5
Billy Bonker's Luxurious Salted Chocolate Coated Lollipops,0.05,0.17,0.63,0.97
Hearsay Sinful Nut Mints,0.74,0.39,0.98,0.53
Billy Bonker's Bitter Peanut Chews,0.27,0.63,0.87,0.26
Hearsay Refreshingly Semisweet Peanut Nonpariels,0.3,0.04,0.87,0.31
Hearsay Dark Nut Fudge,0.54,0.31,0.79,0.09
Billy Bonker's Indulgent Chocolate Coated Bar,0.72,0.54,0.53,0.3
Good Ivan's Luxurious Semisweet Spearmint Wafers,0.64,0.17,0.06,0.4
Good Ivan's Dark Peanut-Butter Wafers,0.37,0.43,0.67,0.64
Hearsay Luxurious Sinful Chocolate Coated Wafers,0.75,0.04,0.39,0.39
Billy Bonker's Sinful Nut Lollipops,0.85,0.58,1,0.75
Hearsay Honey Caramel Fudge,0.8,0.47,0.07,0.25
Good Ivan's Indulgent Fruit Mints,0.91,0.45,0.15,0.67
Hearsay Luxurious Semisweet Cashew Candy Sticks,0.63,0.04,0.89,0.76
Good Ivan's Tart Dark Chocolate Bar,0.55,0.8,0.29,0.36
Good Ivan's Tangy Indulgent Peanut-Butter Mints,0.93,0.91,0.57,0.65
Hearsay Sinful Nugat-Filled Velvet,0.71,0.61,0.36,0.21
Nastly Tangy Bittersweet Spearmint Nonpariels,0.63,0.86,0.24,0.69
Billy Bonker's Luxurious Bittersweet Spearmint Nonpariels,0.39,0.29,0.17,0.4
Hearsay Bitter Wintergreen Velvet,0.24,0.33,0.14,0.05
Hearsay Salted Peanut-Butter Wafers,0.02,0.67,0.43,0.37
Hearsay Refreshingly Salted Wintergreen Fudge,0.08,0.11,0.11,0.14
Good Ivan's Honey Fruit Chews,0.89,0.36,0.08,0.09
Nastly Cool Semisweet Almond Fudge,0.4,0.13,0.8,0.26
Billy Bonker's Tart Dark Spearmint Bar,0.33,0.84,0.28,0.45
Hearsay Sour Semisweet Caramel Mints,0.7,0.78,0.22,0.37
Billy Bonker's Salted Chocolate Coated Nonpariels,0.14,0.43,0.66,0.43
Hearsay Cheese Almond Jawbreakers,0.18,0.66,0.89,0.86
Nastly Semisweet Almond Bar,0.59,0.52,0.82,0.49
Billy Bonker's Luxurious Sinful Wintergreen Lollipops,0.92,0.28,0.28,0.76
Nastly Indulgent Peanut-Butter Wafers,0.98,0.3,0.67,0.56
Nastly Tangy Honey Walnut Mints,0.77,0.74,0.79,0.44
Billy Bonker's Indulgent Walnut Mints,0.77,0.68,0.88,0.5
Billy Bonker's Tart Salted Nugat-Filled Chews,0.29,0.74,0.67,0.16
Good Ivan's Tangy Salted Peanut-Butter Fudge,0.02,0.86,0.67,0.17
Billy Bonker's Bitter Walnut Bar,0.27,0.41,0.93,0.54
Hearsay Indulgent Caramel Bar,0.93,0.54,0.18,0.46
Hearsay Salted Peanut Lollipops,0.07,0.46,0.96,0.89
Billy Bonker's Luxurious Sinful Almond Lollipops,0.95,0.21,0.78,0.99
Hearsay Bitter Nut Clusters,0.07,0.69,0.73,0.77
Good Ivan's Luxurious Honey Chocolate Coated Nonpariels,0.91,0.1,0.49,0.61
Nastly Tangy Honey Peanut-Butter Nonpariels,0.9,0.93,0.67,0.66
Good Ivan's Refreshingly Bittersweet Peanut-Butter Clusters,0.42,0.21,0.68,0.73
Nastly Cheese Walnut Candy Sticks,0.29,0.52,0.9,0.77
Hearsay Tart Bittersweet Chocolate Coated Bar,0.7,0.77,0.32,0.61
Nastly Refreshingly Indulgent Nugat-Filled Bar,0.89,0.21,0.41,0.37
Good Ivan's Sour Dark Peanut-Butter Fudge,0.61,0.72,0.61,0.23
Hearsay Dark Chocolate Coated Clusters,0.54,0.37,0.68,0.94
Billy Bonker's Honey Nugat-Filled Mints,0.92,0.64,0.37,0.57
Billy Bonker's Tangy Dark Chocolate Mints,0.49,0.96,0.28,0.56
Nastly Tangy Sinful Wintergreen Lollipops,0.91,0.73,0.06,0.91
Hearsay Refreshingly Semisweet Peanut-Butter Mints,0.64,0.2,0.68,0.35
Billy Bonker's Semisweet Spearmint Jawbreakers,0.34,0.49,0.15,0.96
Nastly Refreshingly Semisweet Peanut Jawbreakers,0.66,0.26,0.85,0.86
Billy Bonker's Dark Caramel Mints,0.65,0.63,0.2,0.32
Hearsay Semisweet Peanut-Butter Candy Sticks,0.58,0.52,0.4,0.84
Billy Bonker's Dark Peanut-Butter Chews,0.67,0.59,0.37,0.16
Hearsay Bittersweet Caramel Fudge,0.7,0.68,0.15,0.1
Good Ivan's Luxurious Dark Chocolate Coated Bar,0.69,0.07,0.55,0.58
Hearsay Tangy Dark Nugat-Filled Chews,0.37,0.84,0.63,0.08
Good Ivan's Dark Wintergreen Bar,0.48,0.62,0.02,0.43
Nastly Cheese Walnut Jawbreakers,0.18,0.39,0.95,0.97
Good Ivan's Sinful Chocolate Coated Wafers,0.81,0.46,0.45,0.5
